company,code
태영건설,009410
SK텔레콤,017670
현대모비스,012330
현대해상,001450
현대그린푸드,005440
한국전력공사,015760
녹십자,006280
한솔케미칼,014680
보령제약,003850
부광약품,003000
한미사이언스,008930
포스코,005490
동국제강,001230
삼성증권,016360
금호석유화학,011780
세방전지,004490
S-Oil,010950
한화에어로스페이스,012450
현대제철,004020
KG동부제철,016380
아이에스동서,010780
신세계,004170
OCI,010060
현대건설,000720
F&F,007700
현대미포조선,010620
GS건설,006360
삼성SDI,006400
삼성전기,009150
빙그레,005180
녹십자홀딩스,005250
남선알미늄,008350
LS,006260
SK네트웍스,001740
농심,004370
SK디스커버리,006120
한화,000880
JW중외제약,001060
영풍,000670
넥센타이어,002350
롯데정밀화학,004000
DL,000210
LG상사,001120
태광산업,003240
한일현대시멘트,006390
DB하이텍,000990
NH투자증권,005940
미래에셋대우,006800
삼성화재해상보험,000810
삼양식품,003230
오리온홀딩스,001800
삼성전자,005930
쌍용양회공업,003410
SPC삼립,005610
일양약품,007570
현대자동차,005380
한화솔루션,009830
롯데지주,004990
기아자동차,000270
효성,004800
CJ,001040
두산,000150
DB손해보험,005830
대웅,003090
영진약품,003520
케이씨씨,002380
롯데칠성음료,005300
아모레퍼시픽그룹,002790
대상,001680
LG,003550
삼양홀딩스,000070
한국앤컴퍼니,000240
대한항공,003490
유한양행,000100
CJ대한통운,000120
이지케어텍,99750
유안타제4호스팩,313750
미래에셋벤처투자,100790
에코프로비엠,247540
셀리드,299660
천보,278280
이노테라피,246960
노랑풍선,104620
웹케시,53580
비피도,238200
키움제5호스팩,311270
엔에이치스팩13호,310840
유틸렉스,263050
디케이티,290550
아이엘사이언스,307180
애니플러스,310200
오하임아이엔티,309930
위지윅스튜디오,299900
한국제8호스팩,310870
국전약품,307750
에이비엘바이오,298380
머큐리,100590
전진바이오팜,110020
뉴트리,270870
상상인이안1호스팩,307870
이노메트리,302430
SK4호스팩,307070
대유에이피,290120
에코캡,128540
원바이오젠,307280
베스파,299910
윙입푸드,900340
하나머스트제6호스팩,307160
남화산업,111710
엠아이텍,179290
티로보틱스,117730
네오펙트,290660
티앤알바이오팹,246710
디알젬,263690
싸이토젠,217330
아주IB투자,27360
파멥신,208340
디케이앤디,263020
디자인,227100
노바렉스,194700
셀리버리,268600
대보마그네틱,290670
노바텍,285490
엘앤씨바이오,290650
네온테크,306620
로보티즈,108490
옵티팜,153710
에스퓨얼셀,288620
나우IB,293580
푸드나무,290720
크리스에프앤씨,110790
더블유에스아이,299170
지티지웰니스,219750
명성티엔에스,257370
삼성스팩2호,291230
디지캡,197140
지니틱스,303030
액트로,290740
오파스넷,173130
에이피티씨,89970
바이오솔루션,86820
대유,290380
디아이티,110990
에스에스알,275630
휴네시온,290270
한국유니온제약,80720
그리티,204020
알로이스,297570
올릭스,226950
아이큐어,175250
SV인베스트먼트,289080
EDGC,245620
카이노스메드,284620
파워넷,37030
현대사료,16790
세종메디칼,258830
제노레이,122310
유안타제3호스팩,287410
JTC,950170
네오셈,253590
케어랩스,263700
에코마이스터,64510
린드먼아시아,277070
오스테오닉,226400
엔지켐생명과학,183490
동구바이오제약,6620
아시아종묘,154030
알리코제약,260660
카페24,42000
링크제니시스,219420
배럴,267790
SG,255220
씨앤지하이테크,264660
시스웍,269620
디바이스이엔지,187870
레이크머티리얼즈,281740
씨티케이코스메틱스,260930
메카로,241770
에스트래픽,234300
체리부로,66360
대원,7680
비즈니스온,138580
스튜디오드래곤,253450
비디아이,148140
코오롱티슈진,950160
영화테크,265560
세원,234100
상신전자,263810
야스,255440
인산가,277410
블러썸엠앤씨,263920
신흥에스이씨,243840
유티아이,179900
선익시스템,171090
엠플러스,259630
앱클론,174900
샘코,263540
펄어비스,263750
케이피에스,256940
덕우전자,263600
이더블유케이,258610
지엔원에너지,270520
알에스오토메이션,140670
컬러레이,900310
와이즈버즈,273060
모트렉스,118990
데이타솔루션,263800
지니언스,263860
디앤씨미디어,263720
셀트리온헬스케어,91990
이즈미디어,181340
힘스,238490
브이원텍,251630
아우딘퓨쳐스,227610
이녹스첨단소재,272290
하림지주,3380
덴티스,261200
나인테크,267320
보라티알,250000
매일유업,267980
삼양옵틱스,225190
이랜시스,264850
필옵틱스,161580
포인트엔지니어링,256630
하나머티리얼즈,166090
소프트캠프,258790
와이엠티,251370
AP시스템,265520
유에스티,263770
이엘피,63760
유비쿼스,264450
서진시스템,178320
코미코,183300
아스타,246720
에스디생명공학,217480
신신제약,2800
에프엔에스테크,83500
모바일어플라이언스,87260
피씨엘,241820
서플러스글로벌,140070
유바이오로직스,206650
한국비엔씨,256840
퓨전,195440
DSC인베스트먼트,241520
TS인베스트먼트,246690
마이크로프랜드,147760
애니젠,196300
유니온커뮤니티,203450
신라젠,215600
자비스,254120
오션브릿지,241790
퓨쳐켐,220100
뉴파워프라즈마,144960
엘앤케이바이오,156100
에이치엔티,176440
핸디소프트,220180
클리오,237880
오가닉티코스메틱,900300
얼라인드,238120
세화피앤씨,252500
인크로스,216050
에이치엘사이언스,239610
코스메카코리아,241710
GRT,900290
골든센츄리,900280
인텔리안테크,189300
에이치시티,72990
잉글우드랩,950140
앤디포스,238090
수산아이앤티,50960
미투온,201490
예선테크,250930
유니테크노,241690
모비스,250060
나무기술,242040
자이글,234920
헝셩그룹,900270
에코마케팅,230360
팍스넷,38160
엔지스테크널러지,208860
우리손에프앤지,73560
아이에이네트웍스,123010
장원테크,174880
위니아딤채,71460
바이오리더스,142760
피앤씨테크,237750
로스웰,900260
녹십자랩셀,144510
에스티팜,237690
알엔투테크놀로지,148250
줌인터넷,239340
휴온스,243070
원익IPS,240810
레이언스,228850
씨엠에스에듀,225330
동양파일,228340
팬젠,222110
AP위성,211270
에이트원,230980
큐리언트,115180
안트로젠,65660
슈프리마,236200
아이엠텍,226350
유니트론텍,142210
크리스탈신소재,900250
자안,221610
에스와이,109610
코디엠,224060
경남제약헬스케어,223310
와이아이케이,232140
육일씨엔에쓰,191410
휴젤,145020
한국맥널티,222980
덱스터,206560
아진산업,13310
강스템바이오텍,217730
에이치엘비제약,47920
메가엠디,133750
보광산업,225530
파크시스템스,140860
에치에프알,230240
예스티,122640
코스맥스엔비티,222040
멕아이씨에스,58110
엔에스,217820
미래테크놀로지,213090
하이즈항공,221840
캔서롭,180400
매직마이크로,127160
케이디켐,221980
네오오토,212560
엔투텍,227950
케어젠,214370
아이진,185490
나무가,190510
유앤아이,56090
본느,226340
연우,115960
엔케이맥스,182400
엑시콘,92870
이엑스티,226360
뉴지랩,214870
케이엠제약,225430
한송네오텍,226440
패션플랫폼,225590
넷게임즈,225570
제너셈,217190
타이거일렉,219130
인포마크,175140
씨아이에스,222080
해마로푸드서비스,220630
에이텍티앤,224110
웹스,196700
파인텍,131760
마이더스AI,222810
심텍,222800
흥국에프엔비,189980
쎄노텍,222420
칩스앤미디어,94360
아시아경제,127710
아이쓰리시스템,214430
로지시스,67730
켐트로스,220260
파마리서치프로덕트,214450
MP한강,219550
펩트론,87010
RFHIC,218410
동운아나텍,94170
민앤지,214180
유테크,178780
이큐셀,160600
켐온,217600
코아스템,166480
세미콘라이트,214310
베셀,177350
넵튠,217270
미래생명자원,218150
싸이맥스,160980
러셀,217500
픽셀플러스,87600
디딤,217620
제노포커스,187420
우정바이오,215380
토박스코리아,215480
이노인스트루먼트,215790
우리산업,215360
메가스터디교육,215200
이디티,215090
로보로보,215100
디알텍,214680
에이비프로바이오,195990
골프존,215000
클래시스,214150
퓨쳐스트림네트웍스,214270
포시에스,189690
덕산네오룩스,213420
국일신동,60480
바디텍메드,206640
스튜디오산타클로스,204630
썸에이지,208640
와이제이엠게임즈,193250
에이팩트,200470
휴메딕스,200670
바이오로그디바이스,208710
서전기전,189860
아스트,67390
오킨스전자,80580
지란지교시큐리티,208350
NEW,160550
아이티센,124500
녹십자엠에스,142280
디티앤씨,187220
셀바스헬스케어,208370
정다운,208140
하이로닉,149980
랩지노믹스,84650
에이디테크놀로지,200710
비씨월드제약,200780
미스터블루,207760
알테오젠,196170
베노홀딩스,206400
PI첨단소재,178920
대창스틸,140520
에프엔씨엔터,173940
휴마시스,205470
텔콘RF제약,200230
지엘팜텍,204840
글로벌텍스프리,204620
디에이테크놀로지,196490
액션스퀘어,205500
엑셈,205100
테고사이언스,191420
슈피겐코리아,192440
테라셈,182690
영우디에스피,143540
드림시큐리티,203650
메디아나,41920
데브시스터즈,194480
프로스테믹스,203690
감마누,192410
고려시멘트,198440
신화콘텍,187270
파버나인,177830
덕신하우징,90410
창해에탄올,4650
윈하이텍,192390
아진엑스텍,59120
콜마비앤에이치,200130
트루윈,105550
코아시아옵틱스,196450
캐스텍코리아,71850
나노,187790
케이사인,192250
오이솔루션,138080
한국정보인증,53300
솔루에타,154040
이지웰,90850
SGA솔루션즈,184230
기가레인,49080
인트로메딕,150840
알티캐스트,85810
현대공업,170030
엔브이에이치코리아,67570
디엠티,134580
큐브엔터,182360
라이온켐텍,171120
램테크놀러지,171010
THE MIDONG,161570
에이씨티,138360
해성옵틱스,76610
내츄럴엔도텍,168330
테스나,131970
파수,150900
엘티씨,170920
지엔씨에너지,119850
아미코젠,92040
GH신소재,130500
파이오링크,170790
KG ETS,151860
나스미디어,89600
엑세스바이오,950130
레고켐바이오,141080
스타모빌리티,158310
윈팩,97800
코렌텍,104540
제로투세븐,159580
아이원스,114810
우리이앤엘,153490
아이센스,99190
포티스,141020
스킨앤스킨,159910
SBI핀테크솔루션즈,950110
우리로,46970
디젠스,113810
맥스로텍,141070
와이엠씨,155650
아바텍,149950
코이즈,121850
나노스,151910
엠씨넥스,97520
네이블커뮤니케이션즈,153460
디지탈옵틱,106520
피엔티,137400
비아트론,141000
빛샘전자,72950
사람인에이치알,143240
뉴로스,126870
제룡산업,147830
남화토건,91590
메지온,140410
원익머트리얼즈,104830
디엔에이링크,127120
나이스디앤비,130580
시큐브,131090
서암기계공업,100660
씨유메디칼,115480
키네마스터,139670
비덴트,121800
신진에스엠,138070
이엠넷,123570
와이지엔터테인먼트,122870
쎄미시스코,136510
에이티세미콘,89530
테크윙,89030
씨큐브,101240
에스엠코어,7820
씨엔플러스,115530
케이맥,43290
로보스타,90360
대한과학,131220
피앤이솔루션,131390
아이디스,143160
제이씨케미칼,137950
아이씨디,40910
제닉,123330
시티랩스,139050
상아프론테크,89980
나이벡,138610
옵티시스,109080
대양전기공업,108380
서연탑메탈,19770
넥스트아이,137940
스카이이앤엠,131100
엘아이에스,138690
KMH,122450
골프존뉴딘홀딩스,121440
윈스,136540
하림,136480
이퓨쳐,134060
티케이케미칼,104480
부스타,8470
나노신소재,121600
케이아이엔엑스,93320
티피씨글로벌,130740
딜리,131180
엘비세미콘,61970
제이엔케이히터,126880
블루콤,33560
인트론바이오,48530
다나와,119860
알서포트,131370
인텍플러스,64290
티에스이,131290
액트,131400
대정화금,120240
피제이메탈,128660
디에이치피코리아,131030
에이루트,96690
티비씨,33830
시그네틱스,33170
한국전자인증,41460
디케이락,105740
코프라,126600
선데이토즈,123420
삼본전자,111870
아나패스,123860
KNN,58400
누리플랜,69140
아이텍,119830
인화정공,101930
코렌,78650
아이씨케이,68940
한일진공,123840
알파홀딩스,117670
포메탈,119500
다원시스,68240
씨젠,96530
와이솔,122990
하이비젼시스템,126700
화신정공,126640
코리아에프티,123410
엠에스오토텍,123040
이글루시큐리티,67920
인터로조,119610
하이텍팜,106190
크루셜텍,114120
에스디시스템,121890
알톤스포츠,123750
유비벨록스,89850
지와이커머스,111820
오르비텍,46120
엑스큐어,70300
실리콘웍스,108320
투비소프트,79970
인피니트헬스케어,71200
모바일리더,100030
서진오토모티브,122690
이스트아시아홀딩스,900110
뉴프라이드,900100
케이씨에스,115500
씨케이에이치,900120
지트리비앤티,115450
삼기,122350
이미지스,115610
인포바인,115310
하이소닉,106080
모베이스,101330
지스마트글로벌,114570
스타플렉스,115570
우리넷,115440
아세아텍,50860
우노앤컴퍼니,114630
코디,80530
글로벌에스엠,900070
ITX-AI,99520
KPX생명과학,114450
디와이피엔에프,104460
멜파스,96640
위메이드,112040
셀바스AI,108860
에스앤씨엔진그룹,900080
이원컴포텍,88290
강원,114190
휴맥스,115160
에이프로젠 H&G,109960
동방선기,99410
상상인인더스트리,101000
진매트릭스,109820
비츠로셀,82920
한스바이오메드,42520
NHN벅스,104200
아이앤씨,52860
케이엔더블유,105330
디에스케이,109740
제넥신,95700
톱텍,108230
동국S&C,100130
에스앤더블류,103230
게임빌,63080
동일금속,109860
어보브반도체,102120
조이맥스,101730
이엔에프테크놀로지,102710
스맥,99440
에이치디,102210
SDN,99220
한국정밀기계,101680
흥국,10240
우림기계,101170
티플랙스,81150
에스티오,98660
에이테크솔루션,71670
에스앤에스텍,101490
뷰웍스,100120
코오롱생명과학,102940
엔시트론,101400
파인테크닉스,106240
이수앱지스,86890
대성파인텍,104040
유비쿼스홀딩스,78070
메디톡스,86900
엠게임,58630
아이컴포넌트,59100
에이치엘비생명과학,67630
이크레더블,92130
세운메디칼,100700
마이크로컨텍솔,98120
이엠앤아이,83470
삼강엠앤티,100090
아이엠,101390
웰크론한텍,76080
코리아에스이,101670
슈프리마에이치큐,94840
서울옥션,63170
이스트소프트,47560
청담러닝,96240
월덱스,101160
쎄트렉아이,99320
브리지텍,64480
고영,98460
조이시티,67000
우진비앤지,18620
테스,95610
예스24,53280
엘디티,96870
메타바이오메드,59210
효성오앤비,97870
이엠네트웍스,87730
텔레필드,91440
이트론,96040
에스맥,97780
에스코넥,96630
일신바이오,68330
서원인텍,93920
이씨에스,67010
대창솔루션,96350
아이에스이커머스,69920
알에프세미,96610
디엔에프,92070
일진파워,94820
비엠티,86670
이엠코리아,95190
현우산업,92300
다믈멀티미디어,93640
에스에너지,95910
성우전자,81580
엘엠에스,73110
제이엠티,94970
오디텍,80520
ISC,95340
네오티스,85910
미래나노텍,95500
상보,27580
바이오톡스텍,86040
아이엠이연이,90740
옴니시스템,57540
푸른기술,94940
웨이브일렉트로,95270
빅솔론,93190
S&K폴리텍,91340
율호,72770
갤럭시아머니트리,94480
에코프로,86520
MP그룹,65150
컴투스,78340
네오위즈,95660
앤씨앤,92600
엔텔스,69410
풍강,93380
동국제약,86450
케이프,64820
상신이디피,91580
한라IMS,92460
에프알텍,73540
이엠텍,91120
참좋은여행,94850
네오리진,94860
이베스트투자증권,78020
매커스,93520
오스템임플란트,48260
나노캠텍,91970
네오팜,92730
비에이치,90460
오스코텍,39200
켐트로닉스,89010
제이스텍,90470
동아엘텍,88130
휴온스글로벌,84110
케이씨티,89150
파트론,91700
유니테스트,86390
휴림로봇,90710
에스에이티,60540
큐에스아이,66310
멀티캠퍼스,67280
이노와이즈,86250
코세스,89890
성창오토텍,80470
넥스턴,89140
제이티,89790
광진윈텍,90150
이녹스,88390
THE E&M,89230
바텍,43150
한컴MDS,86960
루멘스,38060
CSA 코스믹,83660
티엘아이,62860
한국전자금융,63570
쇼박스,86980
팬엔터테인먼트,68050
루트로닉,85370
인포뱅크,39290
아이오케이,78860
동우팜투테이블,88910
제이브이엠,54950
팅크웨어,84730
진바이오텍,86060
정산애강,22220
에이스테크,88800
셀트리온제약,68760
GST,83450
에너토크,19990
제우스,79370
한일네트웍스,46110
뉴프렉스,85670
유진테크,84370
크리스탈지노믹스,83790
바이오니아,64550
헬릭스미스,84990
인콘,83640
차바이오텍,85660
대봉엘에스,78140
와이엔텍,67900
케이엠,83550
수성,84180
한국코퍼레이션,50540
모다이노칩,80420
비에이치아이,83650
EMW,79190
GV,45890
비보존 헬스케어,82800
자연과환경,43910
와토스코리아,79000
인프라웨어,41020
OQP,78590
서린바이오,38070
가비아,79940
덕산하이메탈,77360
아바코,83930
하나마이크론,67310
엘오티베큠,83310
코스나인,82660
이상네트웍스,80010
아리온,58220
메디포스트,78160
우리바이오,82850
모두투어,80160
가온미디어,78890
쏠리드,50890
옵트론텍,82210
젬백스,82270
플랜티넷,75130
에스제이케이,80440
이노와이어리스,73490
인베니아,79950
동양이엔피,79960
제주반도체,80220
한창산업,79170
디이엔티,79810
에스엔유,80000
iMBC,52220
서산,79650
KMH하이텍,52900
손오공,66910
미래컴퍼니,49950
아이크래프트,52460
메가스터디,72870
케이에스피,73010
KG모빌리언스,46440
대주전자재료,78600
텔레칩스,54450
HB테크놀러지,78150
도이치모터스,67990
토비스,51360
제넨바이오,72520
국일제지,78130
DMS,68790
코드네이처,78940
시너지이노베이션,48870
신성델타테크,65350
한국경제TV,39340
다날,64260
형지I&C,11080
휘닉스소재,50090
코엔텍,29960
YBM넷,57030
CS,65770
아미노로직스,74430
테라젠이텍스,66700
디에이피,66900
한양디지텍,78350
동국알앤에스,75970
라이트론,69540
듀오백,73190
삼진엘앤디,54090
에스텍파마,41910
에이팸,73070
스포츠서울,39670
세진티에스,67770
한솔인티큐브,70590
WI,73570
테라사이언스,73640
우주일렉트로,65680
필로시스헬스케어,57880
드림어스컴퍼니,60570
버킷스튜디오,66410
아프리카TV,67160
원익QnC,74600
로체시스템즈,71280
에버다임,41440
에스텍,69510
오텍,67170
키이스트,54780
중앙백신,72020
휴비츠,65510
우리산업홀딩스,72470
디지털대성,68930
코스온,69110
유아이디,69330
티씨케이,64760
아모텍,52710
웰크론,65950
파워로직스,47310
COWON,56000
이라이콤,41520
녹원씨엔아이,65560
홈캐스트,64240
씨씨에스,66790
웹젠,69080
대화제약,67080
우수AMS,66590
JW신약,67290
하츠,66130
SBS콘텐츠허브,46140
빅텍,65450
탑엔지니어링,65130
이루온,65440
재영솔루텍,49630
한국큐빅,21650
인터플렉스,51370
메디프론,65650
삼영이엔씨,65570
이엔코퍼레이션,66980
리더스코스메틱,16100
케이피엠테크,42040
엘앤에프,66970
디스플레이텍,66670
와이오엠,66430
초록뱀,47820
에프앤리퍼블릭,64090
쎌바이오텍,49960
NE능률,53290
바른전자,64520
KG이니시스,35600
넥스트BT,65170
파라다이스,34230
젬백스지오,41590
새로닉스,42600
오리엔트정공,65500
대한그린파워,60900
국보디자인,66620
아이톡시,52770
에스아이리소스,65420
젬백스링크,64800
리노스,39980
현대바이오,48410
에스피지,58610
토탈소프트,45340
서호전기,65710
파커스,65690
한프,66110
서울리거,43710
홈센타홀딩스,60560
아비코전자,36010
큐렉소,60280
제낙스,65620
이그잭스,60230
우원개발,46940
티사이언티픽,57680
인선이엔티,60150
전파기지국,65530
SM Life Design,63440
지어소프트,51160
지엔코,65060
셀루메드,49180
KH바텍,60720
알에프텍,61040
에스폴리텍,50760
이랜텍,54210
라이브플렉스,50120
케이피티유,54410
3S,60310
화일약품,61250
오상자이엘,53980
농우바이오,54050
케이엘넷,39420
에스티아이,39440
잉크테크,49550
대한뉴팜,54670
씨티씨바이오,60590
인탑스,49070
KT서브마린,60370
피씨디렉트,51380
현진소재,53660
구영테크,53270
한국기업평가,34950
뉴보텍,60260
동양에스텍,60380
백금T&A,46310
슈펙스비앤피,58530
고려신용정보,49720
제일바이오,52670
서울반도체,46890
아가방컴퍼니,13990
일야,58450
미코,59090
아래스,50320
유신,54930
프럼파스트,35200
한국컴퓨터,54040
대동스틸,48470
레드로버,60300
링네트,42500
제이웨이,58420
큐로컴,40350
팬스타엔터프라이즈,54300
한빛소프트,47080
NHN한국사이버결제,60250
금강철강,53260
룽투코리아,60240
포스링크,56730
동아화성,41930
비츠로시스,54220
오리엔탈정공,14940
크로바하이텍,43590
리노공업,58470
성우테크론,45300
에스에프에이,56190
신화인터텍,56700
엑사이엔씨,54940
평화정공,43370
APS홀딩스,54620
코위버,56360
성호전자,43260
UCI,38340
YW,51390
삼영엠텍,54540
이니텍,53350
에이디칩스,54630
유진로봇,56080
태웅,44490
경남제약,53950
삼보모터스,53700
한컴위드,54920
코미팜,41960
프리엠스,53160
코나아이,52400
메디콕스,54180
SGA,49470
지에스이,53050
큐브앤컴퍼니,43090
소리바다,53110
아이디스홀딩스,54800
코데즈컴바인,47770
안랩,53800
YTN,40300
CMG제약,58820
JYP Ent.,35900
한국테크놀로지,53590
KCC건설,21320
세동,53060
프로텍,53610
액토즈소프트,52790
세코닉스,53450
바이넥스,53030
오성첨단소재,52420
태양,53620
W홀딩컴퍼니,52300
유아이엘,49520
대원미디어,48910
센트럴바이오,51980
CJ프레시웨이,51500
파인디앤씨,49120
디지아이,43360
코텍,52330
한네트,52600
에스티큐브,52020
에이치엘비파워,43220
스카이문스테크놀로지,33790
큐로홀딩스,51780
이에스에이,52190
나라엠앤디,51490
에코바이오,38870
에이텍,45660
대아티아이,45390
캠시스,50110
현대바이오랜드,52260
SFA반도체,36540
삼표시멘트,38500
SM C&C,48550
승일,49830
조광ILI,44060
피에스엠씨,24850
TPC,48770
코메론,49430
경남바이오파마,44480
삼화네트웍스,46390
성광벤드,14620
유라테크,48430
삼현철강,17480
오픈베이스,49480
KCI,36670
라온시큐어,42510
오로라,39830
금화피에스시,36190
코다코,46070
인바디,41830
고려제약,14570
크린앤사이언스,45520
포스코 ICT,22100
럭슬,33600
KD,44180
이글벳,44960
아즈텍WB,32080
오리콤,10470
위닉스,44340
상지카일룸,42940
엔피케이,48830
삼천당제약,250
에이치케이,44780
정원엔시스,45510
한양이엔지,45100
누리텔레콤,40160
에쎈테크,43340
국순당,43650
엘컴텍,37950
이오테크닉스,39030
상상인,38540
서울제약,18680
나노엔텍,39860
파나진,46210
오공,45060
솔고바이오,43100
비츠로테크,42370
코아시아,45970
정상제이엘에스,40420
진양제약,7370
넥슨지티,41140
지니뮤직,43610
진성티이씨,36890
현대통신,39010
삼아제약,9300
파루,43200
에스씨디,42110
한국정보공학,39740
디오,39840
네오위즈홀딩스,42420
다산네트웍스,39560
바이오스마트,38460
에이아이비트,39230
우리기술,32820
안국약품,1540
골드퍼시픽,38530
세중,39310
우리기술투자,41190
HRS,36640
에스에이엠티,31330
NICE평가정보,30190
위즈코프,38620
이건홀딩스,39020
파인디지털,38950
나이스정보통신,36800
SG&G,40610
아이에이,38880
에스넷,38680
에스엠,41510
쌍용정보통신,10280
쎄니트,37760
대성미생물,36480
에코플라스틱,38110
케이엠더블유,32500
화성밸브,39610
경남스틸,39240
마크로젠,38290
희림,37440
레드캡투어,38390
GS홈쇼핑,28150
솔브레인홀딩스,36830
에프에스티,36810
코맥스,36690
EG,37370
버추얼텍,36620
성도이엔지,37350
제일테크노스,38010
무림SP,1810
세종텔레콤,36630
심텍홀딩스,36710
파세코,37070
SGC이테크건설,16250
영풍정밀,36560
KTH,36030
서희건설,35890
주성엔지니어링,36930
다우데이타,32190
동진쎄미켐,5290
선광,3100
제이에스티나,26040
지더블유바이텍,36180
클라우드에어,36170
한국팩키지,37230
삼지전자,37460
우리조명,37400
SK머티리얼즈,36490
네패스,33640
인지디스플레,37330
위지트,36090
유니셈,36200
유성티엔에스,24800
코리아나,27050
SCI평가정보,36120
더블유에프엠,35290
서울전자통신,27040
대성창투,27830
예림당,36000
CJ ENM,35760
이지홀딩스,35810
기산텔레콤,35460
바른손이앤에이,35620
솔본,35610
시공테크,20710
신일제약,12790
조아제약,34940
인성정보,33230
인터파크,35080
동국산업,5160
매일홀딩스,5990
해성산업,34810
녹십자셀,31390
디에스티,33430
한국정보통신,25770
파라텍,33540
동성화인텍,33500
드래곤플라이,30350
엠케이전자,33160
엠투엔,33310
제이씨현시스템,33320
포스코엠텍,9520
스페코,13810
좋은사람들,33340
모아텍,33200
코웰패션,33290
코콤,15710
제룡전기,33100
제이엠아이,33050
코너스톤네트웍스,33110
디지틀조선,33130
바이온,32980
와이지-원,19210
특수건설,26150
아이즈비전,31310
동일기연,32960
소프트센,32680
원익,32940
원풍물산,8290
삼진,32750
비트컴퓨터,32850
휴먼엔,32860
엠젠플러스,32790
판타지오,32800
유비케어,32620
피델릭스,32580
TJ미디어,32540
휴맥스홀딩스,28080
삼일,32280
뉴인텍,12340
오스템,31510
엔에스엔,31860
피에스케이홀딩스,31980
세보엠이씨,11560
한일단조,24740
양지사,30960
원익홀딩스,30530
한글과컴퓨터,30520
메이슨캐피탈,21880
대호피앤씨,21040
릭스솔루션,29480
미래SCI,28040
에이치엘비,28300
팜스토리,27710
삼보판지,23600
삼목에스폼,18310
에이스침대,3800
원익큐브,14190
리드코프,12700
유니슨,18000
아난티,25980
광진실업,26910
인터엠,17250
성우하이텍,15750
대신정보통신,20180
서부T&D,6730
동신건설,25950
동화기업,25900
신라에스지,25870
케이씨피드,25880
한탑,2680
한국선재,25550
대성엘텍,25440
시노펙스,25320
PN풍년,24940
삼천리자전거,24950
메디앙스,14100
KBI메탈,24840
경창산업,24910
대륙제관,4780
동원개발,13120
세원물산,24830
이화전기,24810
케이피에프,24880
KB오토시스,24120
신원종합개발,17000
흥구석유,24060
대한약품,23910
이화공영,1840
풍국주정,23900
한국아트라스비엑스,23890
대림제지,17650
대한광통신,10170
동일철강,23790
플레이위드,23770
한국캐피탈,23760
한일사료,5860
모베이스전자,12860
CNH,23460
국영지앤엠,6050
유진기업,23410
제일제강,23440
보성파워텍,6910
브이티지엠피,18290
태광,23160
영신금속,7530
신라섬유,1000
원일특강,12620
서한,11370
바른손,18700
부방,14470
대명소노시즌,7720
대양제지,6580
유니크,11320
진로발효,18120
청보산업,13720
삼보산업,9620
푸드웰,5670
푸른저축은행,7330
피제이전자,6140
베뉴지,19010
엠에스씨,9780
행남사,8800
대동금속,20400
광림,14200
대원산업,5710
큐캐피탈,16600
한국가구,4590
